Total Trades,Profitable Trades,Loss-Making Trades,Win Rate,Average Profit per trade,Average Loss per trade,Risk Reward ratio,Expectancy,Average ROR per trade,Sharpe Ratio,Max Drawdown,Max Drawdown Percentage,CAGR,Calmar Ratio
249,153,96,0.6144578313253012,76.0954248366013,-105.54375,0.7209846612101739,87.44899598393573,0.7734519879604367,0.06180458037475351,-2.649161518093525,-264.91615180935247,0.8121262992351331,-0.0030655975246823824
